geneSYM-ensembl,gs-vs-gc log2FC,gs-vs-gc FDR,,,
RP23-145L9.8,0.00418415,NA,,,
RP23-146D13.2,0.00418415,NA,,,
RP23-147B15.2,0.00418415,NA,,,
RP23-147O14.1,0.00418415,NA,,,
RP23-14I19.1,0.00418415,NA,,,
RP23-14O16.2,0.00418415,NA,,,
RP23-151N21.4,0.00418415,NA,,,
RP23-152A2.3,0.00418415,NA,,,
RP23-155J3.8,0.00418415,NA,,,
RP23-157O10.8,0.00418415,NA,,,
RP23-159L16.7,0.00418415,NA,,,
RP23-15G1.2,0.00418415,NA,,,
RP23-15G1.3,0.00418415,NA,,,
RP23-166I8.4,0.00418415,NA,,,
RP23-169H13.2,0.00418415,NA,,,
RP23-16C24.1,0.00418415,NA,,,
RP23-171D1.1,0.00418415,NA,,,
RP23-173H19.3,0.00418415,NA,,,
RP23-174O6.12,0.00418415,NA,,,
RP23-175F18.1,0.00418415,NA,,,
RP23-181F22.1,0.00418415,NA,,,
RP23-181L15.2,0.00418415,NA,,,
RP23-182B7.1,0.00418415,NA,,,
RP23-183P22.1,0.00418415,NA,,,
RP23-184N11.1,0.00418415,NA,,,
RP23-185G9.3,0.00418415,NA,,,
RP23-186J5.3,0.00418415,NA,,,
RP23-187B11.5,0.00418415,NA,,,
RP23-187D22.6,0.00418415,NA,,,
RP23-187D22.8,0.00418415,NA,,,
RP23-187I18.1,0.00418415,NA,,,
RP23-187M22.1,0.00418415,NA,,,
RP23-188F20.2,0.00418415,NA,,,
RP23-188F24.1,0.00418415,NA,,,
RP23-188J8.6,0.00418415,NA,,,
RP23-189B9.4,0.00418415,NA,,,
RP23-18J12.6,0.00418415,NA,,,
RP23-18L24.4,0.00418415,NA,,,
RP23-190A21.4,0.00418415,NA,,,
RP23-191E3.1,0.00418415,NA,,,
RP23-191N23.1,0.00418415,NA,,,
RP23-192B21.7,0.00418415,NA,,,
RP23-192H2.4,0.00418415,NA,,,
RP23-195A24.5,0.00418415,NA,,,
RP23-198H15.1,0.00418415,NA,,,
RP23-1A12.4,0.00418415,NA,,,
RP23-200B23.1,0.00418415,NA,,,
RP23-200C3.9,0.00418415,NA,,,
RP23-201A19.2,0.00418415,NA,,,
RP23-202B12.4,0.00418415,NA,,,
RP23-204L16.5,0.00418415,NA,,,
RP23-207B22.1,0.00418415,NA,,,
RP23-207J12.1,0.00418415,NA,,,
RP23-207L14.3,0.00418415,NA,,,
RP23-209C6.5,0.00418415,NA,,,
RP23-209M8.7,0.00418415,NA,,,
RP23-20K17.1,0.00418415,NA,,,
RP23-20K24.6,0.00418415,NA,,,
RP23-212H13.8,0.00418415,NA,,,
RP23-213L20.3,0.00418415,NA,,,
RP23-214E3.11,0.00418415,NA,,,
RP23-214L4.7,0.00418415,NA,,,
RP23-214P23.3,0.00418415,NA,,,
RP23-21E23.4,0.00418415,NA,,,
RP23-21N15.10,0.00418415,NA,,,
RP23-21O10.2,0.00418415,NA,,,
RP23-222G6.3,0.00418415,NA,,,
RP23-226A4.6,0.00418415,NA,,,
RP23-227N11.1,0.00418415,NA,,,
RP23-228G24.4,0.00418415,NA,,,
RP23-230J20.7,0.00418415,NA,,,
RP23-233I11.1,0.00418415,NA,,,
RP23-236D19.11,0.00418415,NA,,,
RP23-239I17.5,0.00418415,NA,,,
RP23-23A6.3,0.00418415,NA,,,
RP23-23C4.1,0.00418415,NA,,,
RP23-241J7.1,0.00418415,NA,,,
RP23-242C19.7,0.00418415,NA,,,
RP23-242O9.4,0.00418415,NA,,,
RP23-244H7.1,0.00418415,NA,,,
RP23-246F18.7,0.00418415,NA,,,
RP23-246J18.4,0.00418415,NA,,,
RP23-248L2.3,0.00418415,NA,,,
RP23-248P8.2,0.00418415,NA,,,
RP23-252G18.5,0.00418415,NA,,,
RP23-254F23.2,0.00418415,NA,,,
RP23-256A5.3,0.00418415,NA,,,
RP23-256D19.1,0.00418415,NA,,,
RP23-256D19.3,0.00418415,NA,,,
RP23-259L1.2,0.00418415,NA,,,
RP23-259N17.6,0.00418415,NA,,,
RP23-25C1.7,0.00418415,NA,,,
RP23-25D18.2,0.00418415,NA,,,
RP23-261D18.1,0.00418415,NA,,,
RP23-263C23.7,0.00418415,NA,,,
RP23-264D16.3,0.00418415,NA,,,
RP23-266J14.1,0.00418415,NA,,,
RP23-268N22.1,0.00418415,NA,,,
RP23-269O24.7,0.00418415,NA,,,
RP23-26G3.1,0.00418415,NA,,,
RP23-270A19.2,0.00418415,NA,,,
RP23-272N19.2,0.00418415,NA,,,
RP23-274G21.3,0.00418415,NA,,,
RP23-275J10.1,0.00418415,NA,,,
RP23-279O5.2,0.00418415,NA,,,
RP23-280L21.4,0.00418415,NA,,,
RP23-280M4.1,0.00418415,NA,,,
RP23-282G22.2,0.00418415,NA,,,
RP23-282M14.3,0.00418415,NA,,,
RP23-282M20.5,0.00418415,NA,,,
RP23-282P18.5,0.00418415,NA,,,
RP23-284L2.3,0.00418415,NA,,,
RP23-287C12.3,0.00418415,NA,,,
RP23-28L24.5,0.00418415,NA,,,
RP23-28O11.1,0.00418415,NA,,,
RP23-291D21.1,0.00418415,NA,,,
RP23-291K22.4,0.00418415,NA,,,
RP23-291N19.1,0.00418415,NA,,,
RP23-292C5.4,0.00418415,NA,,,
RP23-292C5.7,0.00418415,NA,,,
RP23-292C5.9,0.00418415,NA,,,
RP23-292F17.7,0.00418415,NA,,,
RP23-292J1.4,0.00418415,NA,,,
RP23-295C23.2,0.00418415,NA,,,
RP23-296E17.4,0.00418415,NA,,,
RP23-296I6.1,0.00418415,NA,,,
RP23-296L12.1,0.00418415,NA,,,
RP23-297I16.1,0.00418415,NA,,,
RP23-298C3.11,0.00418415,NA,,,
RP23-298L23.2,0.00418415,NA,,,
RP23-299N4.1,0.00418415,NA,,,
RP23-303C8.7,0.00418415,NA,,,
RP23-304A10.2,0.00418415,NA,,,
RP23-304H7.3,0.00418415,NA,,,
RP23-306A2.2,0.00418415,NA,,,
RP23-307M2.3,0.00418415,NA,,,
RP23-309A8.4,0.00418415,NA,,,
RP23-309D15.2,0.00418415,NA,,,
RP23-309H19.5,0.00418415,NA,,,
RP23-30B3.4,0.00418415,NA,,,
RP23-311G21.3,0.00418415,NA,,,
RP23-311O16.2,0.00418415,NA,,,
RP23-317I8.1,0.00418415,NA,,,
RP23-317N11.7,0.00418415,NA,,,
RP23-319G15.1,0.00418415,NA,,,
RP23-319P12.3,0.00418415,NA,,,
RP23-320B19.1,0.00418415,NA,,,
RP23-321C24.2,0.00418415,NA,,,
RP23-321H9.2,0.00418415,NA,,,
RP23-321M22.2,0.00418415,NA,,,
RP23-321N21.2,0.00418415,NA,,,
RP23-322G4.1,0.00418415,NA,,,
RP23-322L22.3,0.00418415,NA,,,
RP23-322P13.2,0.00418415,NA,,,
RP23-326C6.1,0.00418415,NA,,,
RP23-327I19.2,0.00418415,NA,,,
RP23-327K3.2,0.00418415,NA,,,
RP23-329P17.3,0.00418415,NA,,,
RP23-32C18.5,0.00418415,NA,,,
RP23-32E20.2,0.00418415,NA,,,
RP23-331A21.5,0.00418415,NA,,,
RP23-332L16.1,0.00418415,NA,,,
RP23-333I11.2,0.00418415,NA,,,
RP23-333I12.3,0.00418415,NA,,,
RP23-333I5.5,0.00418415,NA,,,
RP23-333I5.9,0.00418415,NA,,,
RP23-334M10.7,0.00418415,NA,,,
RP23-334N1.3,0.00418415,NA,,,
RP23-335C3.2,0.00418415,NA,,,
RP23-335P21.1,0.00418415,NA,,,
RP23-336D20.8,0.00418415,NA,,,
RP23-339B16.2,0.00418415,NA,,,
RP23-341J13.4,0.00418415,NA,,,
RP23-345O17.7,0.00418415,NA,,,
RP23-346B17.3,0.00418415,NA,,,
RP23-346D16.6,0.00418415,NA,,,
RP23-346L20.2,0.00418415,NA,,,
RP23-347J22.2,0.00418415,NA,,,
RP23-348E18.3,0.00418415,NA,,,
RP23-348E18.5,0.00418415,NA,,,
RP23-350J16.1,0.00418415,NA,,,
RP23-353M5.1,0.00418415,NA,,,
RP23-356D13.10,0.00418415,NA,,,
RP23-356F8.1,0.00418415,NA,,,
RP23-357D17.1,0.00418415,NA,,,
RP23-357I14.1,0.00418415,NA,,,
RP23-357O17.2,0.00418415,NA,,,
RP23-359F16.1,0.00418415,NA,,,
RP23-35D18.3,0.00418415,NA,,,
RP23-360M11.1,0.00418415,NA,,,
RP23-361M12.2,0.00418415,NA,,,
RP23-362N19.4,0.00418415,NA,,,
RP23-363J15.4,0.00418415,NA,,,
RP23-363K7.5,0.00418415,NA,,,
RP23-364H13.3,0.00418415,NA,,,
RP23-364M24.2,0.00418415,NA,,,
RP23-365O6.3,0.00418415,NA,,,
RP23-36P21.6,0.00418415,NA,,,
RP23-374K2.2,0.00418415,NA,,,
RP23-375H15.1,0.00418415,NA,,,
RP23-375H15.2,0.00418415,NA,,,
RP23-377I1.3,0.00418415,NA,,,
RP23-378H5.5,0.00418415,NA,,,
RP23-378M19.1,0.00418415,NA,,,
RP23-378M19.3,0.00418415,NA,,,
RP23-378N18.2,0.00418415,NA,,,
RP23-379C1.5,0.00418415,NA,,,
RP23-37D14.4,0.00418415,NA,,,
RP23-380A10.6,0.00418415,NA,,,
RP23-383B18.1,0.00418415,NA,,,
RP23-383I12.2,0.00418415,NA,,,
RP23-384N6.2,0.00418415,NA,,,
RP23-386A17.7,0.00418415,NA,,,
RP23-388A16.2,0.00418415,NA,,,
RP23-390I8.2,0.00418415,NA,,,
RP23-390M8.5,0.00418415,NA,,,
RP23-391G8.1,0.00418415,NA,,,
RP23-392I13.15,0.00418415,NA,,,
RP23-392O3.2,0.00418415,NA,,,
RP23-393I20.3,0.00418415,NA,,,
RP23-394M6.4,0.00418415,NA,,,
RP23-395C1.4,0.00418415,NA,,,
RP23-396K2.2,0.00418415,NA,,,
RP23-397L11.7,0.00418415,NA,,,
RP23-398F7.4,0.00418415,NA,,,
RP23-400F19.1,0.00418415,NA,,,
RP23-400P17.2,0.00418415,NA,,,
RP23-401M24.2,0.00418415,NA,,,
RP23-402A16.1,0.00418415,NA,,,
RP23-409B11.1,0.00418415,NA,,,
RP23-40G2.5,0.00418415,NA,,,
RP23-411N10.2,0.00418415,NA,,,
RP23-412D17.3,0.00418415,NA,,,
RP23-414I24.10,0.00418415,NA,,,
RP23-414K1.10,0.00418415,NA,,,
RP23-414K1.13,0.00418415,NA,,,
RP23-418C16.1,0.00418415,NA,,,
RP23-418L5.4,0.00418415,NA,,,
RP23-419G21.3,0.00418415,NA,,,
RP23-421B1.5,0.00418415,NA,,,
RP23-421E12.15,0.00418415,NA,,,
RP23-423J10.2,0.00418415,NA,,,
RP23-423L24.1,0.00418415,NA,,,
RP23-424N5.2,0.00418415,NA,,,
RP23-428E5.2,0.00418415,NA,,,
RP23-429I18.2,0.00418415,NA,,,
RP23-42H18.1,0.00418415,NA,,,
RP23-42H18.6,0.00418415,NA,,,
RP23-42P24.2,0.00418415,NA,,,
RP23-430G6.3,0.00418415,NA,,,
RP23-430H22.3,0.00418415,NA,,,
RP23-430O17.2,0.00418415,NA,,,
RP23-432P18.2,0.00418415,NA,,,
RP23-435E16.1,0.00418415,NA,,,
RP23-438F16.2,0.00418415,NA,,,
RP23-438M14.4,0.00418415,NA,,,
RP23-440N1.5,0.00418415,NA,,,
RP23-442L7.2,0.00418415,NA,,,
RP23-443N7.6,0.00418415,NA,,,
RP23-446B13.8,0.00418415,NA,,,
RP23-449M8.3,0.00418415,NA,,,
RP23-453E16.5,0.00418415,NA,,,
RP23-455B5.3,0.00418415,NA,,,
RP23-455F6.2,0.00418415,NA,,,
RP23-457B18.1,0.00418415,NA,,,
RP23-460I18.4,0.00418415,NA,,,
RP23-463F7.14,0.00418415,NA,,,
RP23-463K8.8,0.00418415,NA,,,
RP23-464H11.2,0.00418415,NA,,,
RP23-468J2.1,0.00418415,NA,,,
RP23-469C2.1,0.00418415,NA,,,
RP23-470I4.5,0.00418415,NA,,,
RP23-471J11.2,0.00418415,NA,,,
RP23-474B11.1,0.00418415,NA,,,
RP23-474B13.5,0.00418415,NA,,,
RP23-475L14.1,0.00418415,NA,,,
RP23-476G10.1,0.00418415,NA,,,
RP23-477K6.1,0.00418415,NA,,,
RP23-478N15.1,0.00418415,NA,,,
RP23-479K9.5,0.00418415,NA,,,
RP23-48A24.2,0.00418415,NA,,,
RP23-48L9.3,0.00418415,NA,,,
RP23-49B23.1,0.00418415,NA,,,
RP23-49J15.1,0.00418415,NA,,,
RP23-4P1.2,0.00418415,NA,,,
RP23-4P1.3,0.00418415,NA,,,
RP23-52D18.1,0.00418415,NA,,,
RP23-55J9.11,0.00418415,NA,,,
RP23-56B11.3,0.00418415,NA,,,
RP23-56I4.3,0.00418415,NA,,,
RP23-5C23.1,0.00418415,NA,,,
RP23-60K23.9,0.00418415,NA,,,
RP23-61O10.1,0.00418415,NA,,,
RP23-62L9.3,0.00418415,NA,,,
RP23-62N10.3,0.00418415,NA,,,
RP23-68M8.5,0.00418415,NA,,,
RP23-68N11.1,0.00418415,NA,,,
RP23-68N22.1,0.00418415,NA,,,
RP23-6A14.10,0.00418415,NA,,,
RP23-72O23.3,0.00418415,NA,,,
RP23-73F23.6,0.00418415,NA,,,
RP23-75J20.1,0.00418415,NA,,,
RP23-76C13.6,0.00418415,NA,,,
RP23-77H12.6,0.00418415,NA,,,
RP23-79E5.4,0.00418415,NA,,,
RP23-81F19.2,0.00418415,NA,,,
RP23-81K14.2,0.00418415,NA,,,
RP23-82F10.2,0.00418415,NA,,,
RP23-85B15.8,0.00418415,NA,,,
RP23-85E24.4,0.00418415,NA,,,
RP23-87H19.9,0.00418415,NA,,,
RP23-88B16.4,0.00418415,NA,,,
RP23-88C11.3,0.00418415,NA,,,
RP23-88E13.1,0.00418415,NA,,,
RP23-89C10.5,0.00418415,NA,,,
RP23-8N6.2,0.00418415,NA,,,
RP23-92G13.8,0.00418415,NA,,,
RP23-94B13.3,0.00418415,NA,,,
RP23-94M23.1,0.00418415,NA,,,
RP23-94M23.3,0.00418415,NA,,,
RP23-9O13.8,0.00418415,NA,,,
RP23-9O16.26,0.00418415,NA,,,
RP24-100B13.4,0.00418415,NA,,,
RP24-100O13.2,0.00418415,NA,,,
RP24-103F14.2,0.00418415,NA,,,
RP24-103F2.1,0.00418415,NA,,,
RP24-105B23.2,0.00418415,NA,,,
RP24-105K16.4,0.00418415,NA,,,
RP24-106J1.1,0.00418415,NA,,,
RP24-108I6.2,0.00418415,NA,,,
RP24-108K12.3,0.00418415,NA,,,
RP24-111D1.2,0.00418415,NA,,,
RP24-115G21.4,0.00418415,NA,,,
RP24-118H2.2,0.00418415,NA,,,
RP24-119M15.2,0.00418415,NA,,,
RP24-121D5.1,0.00418415,NA,,,
RP24-124B23.4,0.00418415,NA,,,
RP24-126O19.4,0.00418415,NA,,,
RP24-131O15.1,0.00418415,NA,,,
RP24-132A22.2,0.00418415,NA,,,
RP24-132F22.5,0.00418415,NA,,,
RP24-132L16.6,0.00418415,NA,,,
RP24-137M22.4,0.00418415,NA,,,
RP24-142B15.2,0.00418415,NA,,,
RP24-146B4.3,0.00418415,NA,,,
RP24-146I24.10,0.00418415,NA,,,
RP24-147K15.1,0.00418415,NA,,,
RP24-148B13.4,0.00418415,NA,,,
RP24-152F23.2,0.00418415,NA,,,
RP24-155I9.3,0.00418415,NA,,,
RP24-160I20.3,0.00418415,NA,,,
RP24-160I20.5,0.00418415,NA,,,
RP24-161J8.2,0.00418415,NA,,,
RP24-162O23.1,0.00418415,NA,,,
RP24-163K10.5,0.00418415,NA,,,
RP24-172I18.1,0.00418415,NA,,,
RP24-173K12.2,0.00418415,NA,,,
RP24-180B11.8,0.00418415,NA,,,
RP24-183E22.3,0.00418415,NA,,,
RP24-186O14.3,0.00418415,NA,,,
RP24-187P11.3,0.00418415,NA,,,
RP24-189B1.3,0.00418415,NA,,,
RP24-190B16.4,0.00418415,NA,,,
RP24-211E15.4,0.00418415,NA,,,
RP24-212D8.1,0.00418415,NA,,,
RP24-212K17.5,0.00418415,NA,,,
RP24-216M19.5,0.00418415,NA,,,
RP24-219C22.3,0.00418415,NA,,,
RP24-222H7.2,0.00418415,NA,,,
RP24-222M1.1,0.00418415,NA,,,
RP24-224A19.2,0.00418415,NA,,,
RP24-226D9.4,0.00418415,NA,,,
RP24-228P8.1,0.00418415,NA,,,
RP24-230P10.6,0.00418415,NA,,,
RP24-231B8.4,0.00418415,NA,,,
RP24-233B16.2,0.00418415,NA,,,
RP24-233B16.4,0.00418415,NA,,,
RP24-239K20.1,0.00418415,NA,,,
RP24-240K8.7,0.00418415,NA,,,
RP24-241C15.4,0.00418415,NA,,,
RP24-241J19.1,0.00418415,NA,,,
RP24-242F4.12,0.00418415,NA,,,
RP24-243P7.3,0.00418415,NA,,,
RP24-252O10.4,0.00418415,NA,,,
RP24-257B11.1,0.00418415,NA,,,
RP24-258K6.4,0.00418415,NA,,,
RP24-258K6.5,0.00418415,NA,,,
RP24-260D21.2,0.00418415,NA,,,
RP24-265I13.3,0.00418415,NA,,,
RP24-266P11.2,0.00418415,NA,,,
RP24-281B12.3,0.00418415,NA,,,
RP24-289D12.1,0.00418415,NA,,,
RP24-292F8.1,0.00418415,NA,,,
RP24-297N9.3,0.00418415,NA,,,
RP24-304G19.3,0.00418415,NA,,,
RP24-313L21.2,0.00418415,NA,,,
RP24-314N20.1,0.00418415,NA,,,
RP24-324H23.3,0.00418415,NA,,,
RP24-324P21.2,0.00418415,NA,,,
RP24-326O2.1,0.00418415,NA,,,
RP24-329C11.11,0.00418415,NA,,,
RP24-332L11.1,0.00418415,NA,,,
RP24-333C3.5,0.00418415,NA,,,
RP24-333I1.6,0.00418415,NA,,,
RP24-336F24.4,0.00418415,NA,,,
RP24-338C23.1,0.00418415,NA,,,
RP24-342H15.1,0.00418415,NA,,,
RP24-343A12.4,0.00418415,NA,,,
RP24-350B12.1,0.00418415,NA,,,
RP24-350H4.4,0.00418415,NA,,,
RP24-353L12.1,0.00418415,NA,,,
RP24-359N3.1,0.00418415,NA,,,
RP24-363G9.3,0.00418415,NA,,,
RP24-363L5.1,0.00418415,NA,,,
RP24-363O21.5,0.00418415,NA,,,
RP24-364H2.1,0.00418415,NA,,,
RP24-364I17.3,0.00418415,NA,,,
RP24-365C10.2,0.00418415,NA,,,
RP24-368P9.1,0.00418415,NA,,,
RP24-370C1.2,0.00418415,NA,,,
RP24-370C1.3,0.00418415,NA,,,
RP24-370C21.2,0.00418415,NA,,,
RP24-374B14.4,0.00418415,NA,,,
RP24-374G16.5,0.00418415,NA,,,
RP24-388H6.2,0.00418415,NA,,,
RP24-389G21.4,0.00418415,NA,,,
RP24-390G17.2,0.00418415,NA,,,
RP24-392J3.2,0.00418415,NA,,,
RP24-395P13.2,0.00418415,NA,,,
RP24-395P13.5,0.00418415,NA,,,
RP24-404P19.3,0.00418415,NA,,,
RP24-405B11.5,0.00418415,NA,,,
RP24-406H23.1,0.00418415,NA,,,
RP24-416M6.1,0.00418415,NA,,,
RP24-419N8.2,0.00418415,NA,,,
RP24-422I18.4,0.00418415,NA,,,
RP24-423B3.2,0.00418415,NA,,,
RP24-424J1.2,0.00418415,NA,,,
RP24-430H1.3,0.00418415,NA,,,
RP24-441N3.2,0.00418415,NA,,,
RP24-448F1.5,0.00418415,NA,,,
RP24-456F12.2,0.00418415,NA,,,
RP24-463G23.2,0.00418415,NA,,,
RP24-463K5.2,0.00418415,NA,,,
RP24-472K15.1,0.00418415,NA,,,
RP24-473D4.1,0.00418415,NA,,,
RP24-477O8.4,0.00418415,NA,,,
RP24-484I6.1,0.00418415,NA,,,
RP24-485P18.1,0.00418415,NA,,,
RP24-490B17.2,0.00418415,NA,,,
RP24-490H13.3,0.00418415,NA,,,
RP24-491A6.3,0.00418415,NA,,,
RP24-496C8.8,0.00418415,NA,,,
RP24-496O17.7,0.00418415,NA,,,
RP24-496O18.3,0.00418415,NA,,,
RP24-497H13.1,0.00418415,NA,,,
RP24-503F14.1,0.00418415,NA,,,
RP24-532P18.1,0.00418415,NA,,,
RP24-534D4.5,0.00418415,NA,,,
RP24-537H9.2,0.00418415,NA,,,
RP24-545G7.8,0.00418415,NA,,,
RP24-553O21.4,0.00418415,NA,,,
RP24-554K14.5,0.00418415,NA,,,
RP24-555M16.3,0.00418415,NA,,,
RP24-555M20.4,0.00418415,NA,,,
RP24-560A18.1,0.00418415,NA,,,
RP24-567O8.3,0.00418415,NA,,,
RP24-571A14.6,0.00418415,NA,,,
RP24-63B17.5,0.00418415,NA,,,
RP24-63O24.2,0.00418415,NA,,,
RP24-68C1.4,0.00418415,NA,,,
RP24-70M22.1,0.00418415,NA,,,
RP24-70M5.1,0.00418415,NA,,,
RP24-72H18.4,0.00418415,NA,,,
RP24-74E24.5,0.00418415,NA,,,
RP24-78M9.5,0.00418415,NA,,,
RP24-79A6.4,0.00418415,NA,,,
RP24-79F8.1,0.00418415,NA,,,
RP24-80F7.6,0.00418415,NA,,,
RP24-81L3.2,0.00418415,NA,,,
RP24-85B14.4,0.00418415,NA,,,
RP24-87I20.3,0.00418415,NA,,,
RP24-87K15.4,0.00418415,NA,,,
RP24-88J19.3,0.00418415,NA,,,
RP24-88L2.2,0.00418415,NA,,,
RP24-89O12.2,0.00418415,NA,,,
RP24-90K19.1,0.00418415,NA,,,
RP24-90M17.1,0.00418415,NA,,,
RP24-96D14.2,0.00418415,NA,,,
RP24-97D3.3,0.00418415,NA,,,
Rab39b,0.00418415,NA,,,
Rab3c,0.00418415,NA,,,
Rab9b,0.00418415,NA,,,
Rag1,0.00418415,NA,,,
Rapgef3os1,0.00418415,NA,,,
Raxos1,0.00418415,NA,,,
Rax,0.00418415,NA,,,
Rbfox1,0.00418415,NA,,,
Rbfox3,0.00418415,NA,,,
Rbp7,0.00418415,NA,,,
Rdh7,0.00418415,NA,,,
Rftn1,0.00418415,NA,,,
Rfx8,0.00418415,NA,,,
Rgn,0.00418415,NA,,,
Rgs7bp,0.00418415,NA,,,
Rgs7,0.00418415,NA,,,
Rimbp3,0.00418415,NA,,,
Ripply1,0.00418415,NA,,,
Ripply3,0.00418415,NA,,,
Rspo3,0.00418415,NA,,,
Rtbdn,0.00418415,NA,,,
Rufy4,0.00418415,NA,,,
S1pr1,0.00418415,NA,,,
Sbk2,0.00418415,NA,,,
Sbspon,0.00418415,NA,,,
Scarna10,0.00418415,NA,,,
Scgb1b27,0.00418415,NA,,,
Scgb1c1,0.00418415,NA,,,
Scgn,0.00418415,NA,,,
Scn2b,0.00418415,NA,,,
Scn3a,0.00418415,NA,,,
Sec1,0.00418415,NA,,,
Sectm1a,0.00418415,NA,,,
Selenbp2,0.00418415,NA,,,
Sepp1,0.00418415,NA,,,
Sept12,0.00418415,NA,,,
Serpina12,0.00418415,NA,,,
Serpina16,0.00418415,NA,,,
Serpina3k,0.00418415,NA,,,
Serpinb9g,0.00418415,NA,,,
Serping1,0.00418415,NA,,,
Serpini2,0.00418415,NA,,,
Shisa2,0.00418415,NA,,,
Siglece,0.00418415,NA,,,
Six3os1,0.00418415,NA,,,
Skint1,0.00418415,NA,,,
Skint5,0.00418415,NA,,,
Slain1,0.00418415,NA,,,
Slc13a2,0.00418415,NA,,,
Slc16a14,0.00418415,NA,,,
Slc1a6,0.00418415,NA,,,
Slc26a7,0.00418415,NA,,,
Slc30a3,0.00418415,NA,,,
Slc32a1,0.00418415,NA,,,
Slc35d3,0.00418415,NA,,,
Slc35f3,0.00418415,NA,,,
Slc6a20a,0.00418415,NA,,,
Slco1a6,0.00418415,NA,,,
Slco1c1,0.00418415,NA,,,
Smc1b,0.00418415,NA,,,
Smtnl1,0.00418415,NA,,,
Smyd1,0.00418415,NA,,,
Snph,0.00418415,NA,,,
Snx32,0.00418415,NA,,,
Spaca3,0.00418415,NA,,,
Spata21,0.00418415,NA,,,
Spata22,0.00418415,NA,,,
Spdye4a,0.00418415,NA,,,
Spef2,0.00418415,NA,,,
Spink12,0.00418415,NA,,,
Spinkl,0.00418415,NA,,,
Spry3,0.00418415,NA,,,
Srpx,0.00418415,NA,,,
Srrm3,0.00418415,NA,,,
Ssu2,0.00418415,NA,,,
Stk32a,0.00418415,NA,,,
Stra6l,0.00418415,NA,,,
Sult1a1,0.00418415,NA,,,
Sycp1,0.00418415,NA,,,
Synpr,0.00418415,NA,,,
Syt3,0.00418415,NA,,,
Tbxas1,0.00418415,NA,,,
Tcf24,0.00418415,NA,,,
Tcfl5,0.00418415,NA,,,
Tdgf1,0.00418415,NA,,,
Tex11,0.00418415,NA,,,
Tex38,0.00418415,NA,,,
Themis3,0.00418415,NA,,,
Ticam2,0.00418415,NA,,,
Timd4,0.00418415,NA,,,
Timm8a2,0.00418415,NA,,,
Tlr13,0.00418415,NA,,,
Tm4sf19,0.00418415,NA,,,
Tm4sf20,0.00418415,NA,,,
Tmem202,0.00418415,NA,,,
Tmem233,0.00418415,NA,,,
Tmem246,0.00418415,NA,,,
Tmprss15,0.00418415,NA,,,
Tmsb15l,0.00418415,NA,,,
Tnfrsf13b,0.00418415,NA,,,
Tnfsf13,0.00418415,NA,,,
Tnfsf14,0.00418415,NA,,,
Trav13-2,0.00418415,NA,,,
Trav15-2-dv6-2,0.00418415,NA,,,
Trav4-4-dv10,0.00418415,NA,,,
Trem2,0.00418415,NA,,,
Treml4,0.00418415,NA,,,
Trim67,0.00418415,NA,,,
Tsix,0.00418415,NA,,,
Ttc24,0.00418415,NA,,,
Tyr,0.00418415,NA,,,
Ube2d2b,0.00418415,NA,,,
Ube2u,0.00418415,NA,,,
Ucp1,0.00418415,NA,,,
Umodl1,0.00418415,NA,,,
Unc5c,0.00418415,NA,,,
Ush1g,0.00418415,NA,,,
Veph1,0.00418415,NA,,,
Vit,0.00418415,NA,,,
Vmn1r172,0.00418415,NA,,,
Vmn1r218,0.00418415,NA,,,
Vmn1r33,0.00418415,NA,,,
Vmn1r39,0.00418415,NA,,,
Vmn1r79,0.00418415,NA,,,
Vmn2r118,0.00418415,NA,,,
Vmn2r3,0.00418415,NA,,,
Vmn2r92,0.00418415,NA,,,
Vsx2,0.00418415,NA,,,
Vtn,0.00418415,NA,,,
Vwa5b1,0.00418415,NA,,,
WI1-1993I8.1,0.00418415,NA,,,
WI1-2477B13.3,0.00418415,NA,,,
Wdr17,0.00418415,NA,,,
Wdr63,0.00418415,NA,,,
Wdr64,0.00418415,NA,,,
Wnk2,0.00418415,NA,,,
Xirp1,0.00418415,NA,,,
Xkr9,0.00418415,NA,,,
Xlr3a,0.00418415,NA,,,
Xlr,0.00418415,NA,,,
Xpnpep2,0.00418415,NA,,,
Zfp239,0.00418415,NA,,,
Zfp536,0.00418415,NA,,,
Zfp583,0.00418415,NA,,,
Zfp652os,0.00418415,NA,,,
Zfp870,0.00418415,NA,,,
Zim1,0.00418415,NA,,,
Zscan4f,0.00418415,NA,,,
n-R5s48,0.00418415,NA,,,
n-R5s65,0.00418415,NA,,,
n-R5s7,0.00418415,NA,,,
n-R5s88,0.00418415,NA,,,
n-R5s8,0.00418415,NA,,,
RP24-502E20.4,0.004147909,NA,,,
AC163027.1,0.004120299,NA,,,
Rps6kb1,0.00411237,0.969006008,,,
Bok,0.004099266,0.971721859,,,
Wdr91,0.004099016,0.980183249,,,
RP23-327M13.3,0.00409438,NA,,,
RP24-318O6.3,0.00409438,NA,,,
RP23-397H18.2,0.004079574,NA,,,
RP24-286L23.2,0.004079574,NA,,,
RP23-480H10.1,0.004042895,NA,,,
RP24-182I14.5,0.004033143,NA,,,
Mtmr11,0.004017581,0.983611693,,,
Ndufs7,0.003988983,0.973596874,,,
Atrnl1,0.0039874,0.970064678,,,
AC087115.1,0.003984819,NA,,,
RP23-254H20.2,0.003984819,NA,,,
